timestamp,hostname,src_ip,dest_ip,dest_port,protocol,bytes_out,bytes_in,action
2026-09-10T14:05:09Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,327,669,allow
2026-09-10T14:05:57Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,50043,471643,allow
2026-09-10T14:06:09Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,336,500,allow
2026-09-10T14:06:09Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,37378,58356,allow
2026-09-10T14:06:49Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,11683,73307,allow
2026-09-10T14:06:54Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,84360,462803,allow
2026-09-10T14:06:59Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,81804,779621,allow
2026-09-10T14:07:04Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,89244,852532,allow
2026-09-10T14:07:08Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,340,579,allow
2026-09-10T14:08:10Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,327,654,allow
2026-09-10T14:08:19Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,19978,792656,allow
2026-09-10T14:08:49Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,3425,668686,allow
2026-09-10T14:08:54Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,52487,593360,allow
2026-09-10T14:08:59Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,48747,615331,allow
2026-09-10T14:09:10Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,351,505,allow
2026-09-10T14:09:19Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,14652,634006,allow
2026-09-10T14:10:08Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,330,629,allow
2026-09-10T14:10:49Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,17271,579229,allow
2026-09-10T14:11:09Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,55267,833337,allow
2026-09-10T14:11:10Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,314,696,allow
2026-09-10T14:11:14Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,23685,692330,allow
2026-09-10T14:11:44Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,67559,623599,allow
2026-09-10T14:11:56Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,47333,484403,allow
2026-09-10T14:12:00Z,ws-130,10.0.3.30,45.155.205.99,443,tcp,1200,3400,allow
2026-09-10T14:12:09Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,313,618,allow
2026-09-10T14:13:08Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,328,599,allow
2026-09-10T14:13:11Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,63876,677123,allow
2026-09-10T14:13:51Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,71263,40943,allow
2026-09-10T14:14:08Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,340,668,allow
2026-09-10T14:15:06Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,69287,600009,allow
2026-09-10T14:15:08Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,312,622,allow
2026-09-10T14:16:08Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,340,686,allow
2026-09-10T14:16:36Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,79261,520536,allow
2026-09-10T14:17:06Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,353,556,allow
2026-09-10T14:18:05Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,325,643,allow
2026-09-10T14:19:06Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,323,552,allow
2026-09-10T14:20:07Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,310,655,allow
2026-09-10T14:21:07Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,342,519,allow
2026-09-10T14:22:06Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,338,519,allow
2026-09-10T14:23:06Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,332,673,allow
2026-09-10T14:24:06Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,352,621,allow
2026-09-10T14:25:05Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,339,521,allow
2026-09-10T14:26:04Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,322,543,allow
2026-09-10T14:27:06Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,322,547,allow
2026-09-10T14:28:05Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,324,537,allow
2026-09-10T14:29:03Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,333,698,allow
